slow,mode,score,start,end,days,total_return_pct,cagr_pct,max_dd_pct,sharpe,exposure_pct,closed_trades,winning_trades,profit_factor,closed_trade_only_dd_pct
45,next_open,46.96669936114175,2011-08-18,2026-05-03,5372,4334008.932587227,106.66313293012864,-71.787927497559,1.5530067694967598,55.388051367950865,81,45,1.8102318822227665,-60.05811014762541
47,next_open,47.37405699162139,2011-08-18,2026-05-03,5372,2883842.8607925535,101.01787380746723,-71.78792749755898,1.503226769397829,55.48110924995348,81,45,1.763015414293988,-61.45789113859883
90,next_open,47.77797464619922,2011-08-18,2026-05-03,5372,961454.8279010154,86.55314241640373,-83.17197726090704,1.408185490895575,53.35938954029407,80,41,1.533186667444848,-71.87578204158977
73,same_close,47.80972399310971,2011-08-18,2026-05-03,5372,931405.635358164,86.15087578411402,-76.2300191174294,1.3955291510037475,56.0394565419691,80,41,1.9467230482264541,-69.19415979234678
52,next_open,48.01931565204601,2011-08-18,2026-05-03,5372,5198907.009034282,109.23562053443004,-74.10653226543262,1.5593837796185248,58.88702773124884,81,44,1.7610845342037975,-66.45669350742035
90,same_close,48.03569450670454,2011-08-18,2026-05-03,5372,743000.8181775635,83.31275917089644,-83.34021126506464,1.3838367667181033,53.378001116694584,80,41,1.534859628924725,-71.8163393655817
56,next_open,48.07580923803435,2011-08-18,2026-05-03,5372,4913338.791646269,108.43348774235047,-77.59763384445793,1.5341911088573954,61.79043364973013,81,44,2.3569336737687436,-62.91119047806277
87,next_open,48.25588316178564,2011-08-18,2026-05-03,5372,596139.8810746945,80.58889053359965,-83.17197726090704,1.3571191838472536,51.77740554624977,80,41,1.570544495170456,-70.13635451917395
87,same_close,48.5044235547932,2011-08-18,2026-05-03,5372,464930.35271225945,77.5628895311641,-83.34021126506464,1.3333873989160134,51.796017122650284,80,41,1.5714447823172344,-70.15076943656746
57,same_close,48.53902414313221,2011-08-18,2026-05-03,5372,3091717.6569641754,101.9713763948105,-77.52139876015856,1.4935298034267777,59.482598176065515,81,44,2.551984304117069,-62.95429121817659
53,same_close,48.55908202172507,2011-08-18,2026-05-03,5372,3030320.163931866,101.69612848588257,-74.09099466236756,1.5007021180500495,59.482598176065515,81,44,1.7975503554608772,-66.4219890494071
51,next_open,49.21710293173093,2011-08-18,2026-05-03,5372,5393689.877495948,109.75951417281458,-73.93124248739814,1.565285712413975,58.36590359203424,81,43,1.7107066585954265,-66.76485433877149
89,next_open,49.5055099900337,2011-08-18,2026-05-03,5372,596362.4224761879,80.59347248632001,-83.17197726090704,1.3543796674939665,52.48464544946957,80,40,1.4667167080849999,-77.93966891584068
88,next_open,49.5502138641895,2011-08-18,2026-05-03,5372,570285.4547633863,80.04540671546363,-83.17197726090704,1.3491983686093445,52.48464544946957,80,40,1.4986028030520953,-75.2165445125064
89,same_close,49.76563182105927,2011-08-18,2026-05-03,5372,459747.269645185,77.42762918968265,-83.34021126506464,1.3292134175201453,52.503257025870084,80,40,1.4677708601716886,-77.92080066450102
51,same_close,49.79963667641697,2011-08-18,2026-05-03,5372,3012231.9842994106,101.6140468782186,-73.89881993835267,1.5017677171025121,58.36590359203424,81,43,1.7098455574099292,-66.72877059086053
88,same_close,49.80432363897028,2011-08-18,2026-05-03,5372,442294.754813648,76.96149112089428,-83.34021126506464,1.3247371569583215,52.503257025870084,80,40,1.4992369979663998,-75.23927182335134
54,same_close,49.81468222057302,2011-08-18,2026-05-03,5372,2967249.055295501,101.40791181149295,-73.02236986085063,1.4960045086800275,61.4926484273218,81,43,1.812751451760438,-64.5788851188152
52,same_close,49.82756082690379,2011-08-18,2026-05-03,5372,2929278.762002694,101.23163281335046,-74.09099466236752,1.4969270999661342,58.88702773124884,81,43,1.7604516404990451,-66.42198904940706
55,same_close,49.925231451031536,2011-08-18,2026-05-03,5372,2656692.982655955,99.89975519646966,-77.52139876015856,1.4674530999795061,61.77182207332961,81,43,2.268944071829372,-64.57888511881524
64,next_open,50.22395731731289,2011-08-18,2026-05-03,5372,1014823.902325946,87.23954470743924,-81.72347243039005,1.403684346109924,55.55555555555556,80,39,1.9635328013337092,-76.32394501300845
64,same_close,51.55322642100259,2011-08-18,2026-05-03,5372,937477.8664083116,86.2331298599207,-81.7260377787341,1.4006521668571117,55.55555555555556,80,38,1.9644007289692662,-76.31698725673819
83,next_open,51.8520896903918,2011-08-18,2026-05-03,5372,1329435.2055909487,90.70870676528322,-82.6639363208441,1.444342788247689,53.768844221105525,81,42,1.8098411826745633,-61.67678576679836
84,next_open,51.9611205597817,2011-08-18,2026-05-03,5372,1192097.8569996555,89.3002076517639,-82.6639363208441,1.4293670894744765,53.88051367950866,81,42,1.7280436024763692,-66.45095227647087
85,next_open,52.01022695297067,2011-08-18,2026-05-03,5372,1134967.5324231656,88.66923631303905,-83.17197726090704,1.423554173719285,53.545505304299276,81,42,1.7203681385187353,-66.9036656985532
83,same_close,52.0965025240907,2011-08-18,2026-05-03,5372,1041144.4433599047,87.56576486542062,-82.79918050218753,1.4220100476791357,53.78745579750605,81,42,1.8119787644410374,-61.631201043667794
84,same_close,52.20192380964437,2011-08-18,2026-05-03,5372,936963.0520695297,86.22617550766817,-82.79918050218753,1.4073716956965159,53.899125255909176,81,42,1.7297920264544735,-66.42416165185054
71,next_open,52.23098415635235,2011-08-18,2026-05-03,5372,910123.5463716994,85.85859045208089,-78.10711142099545,1.380273085280833,57.45393634840871,81,42,2.0360695147058965,-71.63918409301789
85,same_close,52.25443169751106,2011-08-18,2026-05-03,5372,889029.3126967635,85.56253087201311,-83.34021126506464,1.4010774481009798,53.5641168806998,81,42,1.7217274878953213,-66.89937900746695
53,next_open,52.474725047626364,2011-08-18,2026-05-03,5372,5134475.262811194,109.05829084712497,-74.10653226543258,1.5575673193686923,59.482598176065515,82,45,1.7985508192198716,-66.45669350742031
57,next_open,52.546439320899076,2011-08-18,2026-05-03,5372,4779146.282243217,108.04143368588677,-77.59763384445787,1.5398787242326373,59.50120975246603,82,45,2.5537372568463486,-62.91119047806282
34,next_open,52.611937082218276,2011-08-18,2026-05-03,5372,621773.8749777051,81.10647412511483,-72.96559193634991,1.3728899382347763,47.49674297412991,81,42,2.544339423193932,-43.61012132797675
34,same_close,53.162703514009834,2011-08-18,2026-05-03,5372,358415.13152843656,74.45005464835243,-81.40399667242112,1.3078834830950896,47.49674297412991,81,42,2.548120172075759,-43.519473768728915
71,same_close,53.559718383611724,2011-08-18,2026-05-03,5372,828323.0042831252,84.67245563922114,-78.09887742937157,1.375166103303776,57.45393634840871,81,41,2.0365828122006833,-71.61619583910901
70,next_open,53.6199963925081,2011-08-18,2026-05-03,5372,779862.5375708395,83.91716049323279,-78.1071114209954,1.3711359639207925,55.55555555555556,81,41,2.0607855019017007,-71.63918409301785
54,next_open,53.734505151225164,2011-08-18,2026-05-03,5372,4931824.205729762,108.48671035581306,-73.17171551542634,1.5505733202300827,61.4926484273218,82,44,1.8135723059454847,-64.59364989936178
55,next_open,53.91913537338299,2011-08-18,2026-05-03,5372,4100359.313707988,105.88593123222782,-77.59763384445793,1.5132958936362522,61.77182207332961,82,44,2.2701272661046206,-64.59364989936178
32,next_open,54.673301396796134,2011-08-18,2026-05-03,5372,1928767.3623392687,95.59506059963967,-72.96559193634991,1.5126170796329437,49.54401637818723,82,44,2.587998451467259,-43.413523915330465
70,same_close,54.948272941991675,2011-08-18,2026-05-03,5372,710093.3390774346,82.74910234502822,-78.09887742937156,1.36607555809383,55.55555555555556,81,40,2.0612975366219457,-71.61619583910898
32,same_close,55.24901451492082,2011-08-18,2026-05-03,5372,1084509.3256550033,88.08683533009254,-81.40399667242112,1.445102946579512,49.54401637818723,82,44,2.591719506978713,-43.585860334221174
65,next_open,55.56437508346548,2011-08-18,2026-05-03,5372,1318074.364776258,90.59746652413352,-81.72347243039,1.4331234382902016,54.51330727712638,81,39,1.9651154344473791,-76.32394501300841
66,next_open,55.59709640393409,2011-08-18,2026-05-03,5372,1275639.9992741474,90.17391110314699,-81.748377616909,1.4294135192212154,54.47608412432533,81,39,1.963116933142467,-76.35620806534365
67,next_open,55.8416063048073,2011-08-18,2026-05-03,5372,998916.9844393547,87.03854842692283,-81.74837761690897,1.408127468677148,53.75023264470501,81,39,1.966293228419136,-76.35620806534364
49,next_open,56.06363461214535,2011-08-18,2026-05-03,5372,3664174.3371173544,104.31757703827796,-75.77603870311536,1.5252802338074674,57.95644891122278,83,47,1.6400696872017364,-69.11679117024518
33,next_open,56.21669767615182,2011-08-18,2026-05-03,5372,1395115.5054318462,91.33496061518085,-72.96559193634991,1.4685608889771806,49.022892238972645,82,43,2.4748132535982448,-43.0425352301633
49,same_close,56.637988094757304,2011-08-18,2026-05-03,5372,2063138.4985971544,96.49268747477957,-75.73990981851729,1.4622860678630982,57.95644891122278,83,47,1.6395694947853205,-69.07561175364039
33,same_close,56.776288011063386,2011-08-18,2026-05-03,5372,797186.29619277,84.19206464408032,-81.40399667242112,1.4031533513387815,49.022892238972645,82,43,2.478190654763134,-43.05089251592133
65,same_close,56.87789190457683,2011-08-18,2026-05-03,5372,1218007.959948893,89.57712972418766,-81.72603777873411,1.43031932080732,54.51330727712638,81,38,1.9658924246756844,-76.31698725673819
66,same_close,56.90896500290306,2011-08-18,2026-05-03,5372,1180739.591987291,89.17704024812616,-81.75594824010857,1.4267946451087312,54.47608412432533,81,38,1.963777263363619,-76.35575114545107
67,same_close,57.153045214151575,2011-08-18,2026-05-03,5372,924999.0120472405,86.0635484959067,-81.75594824010857,1.4054721792538931,53.75023264470501,81,38,1.9671010190772564,-76.35575114545107
82,next_open,57.187222008263845,2011-08-18,2026-05-03,5372,1789579.8525497532,94.60158362692471,-70.5363849796471,1.4888986624962366,53.378001116694584,82,42,1.8211159652668099,-61.56004498122374
82,same_close,57.43411339634158,2011-08-18,2026-05-03,5372,1398043.6080383752,91.36223533263733,-70.46297580479437,1.4665246794328437,53.3966126930951,82,42,1.8238705589614472,-61.47210824043376
74,next_open,57.76344520206135,2011-08-18,2026-05-03,5372,1005730.4882506646,87.12500491976766,-83.75364376056493,1.3981837830590067,54.28996836032012,82,42,1.6660898243436486,-78.95390017616313
72,next_open,57.964972296834524,2011-08-18,2026-05-03,5372,822147.7436460099,84.57853439759661,-77.77458868831448,1.3697234897273636,56.85836590359203,82,42,1.856941231565212,-71.20842247961002
86,next_open,58.02881403855534,2011-08-18,2026-05-03,5372,771294.5643095971,83.77908861840172,-83.17197726090704,1.3816158623257377,52.72659594267635,82,42,1.5819604568044456,-70.13635451917402
86,same_close,58.27577611880027,2011-08-18,2026-05-03,5372,602490.534603382,80.71902354731708,-83.34021126506464,1.3583896913024842,52.745207519076864,82,42,1.5830646381017512,-70.15076943656746
35,next_open,58.57082660278377,2011-08-18,2026-05-03,5372,448525.0383694547,77.1298314195696,-72.96559193634991,1.3238378941880555,48.59482598176065,82,42,2.4315870536251936,-43.61012132797679
35,same_close,59.12711278142916,2011-08-18,2026-05-03,5372,257112.15658440161,70.5555507422115,-81.40399667242112,1.2586313243794407,48.59482598176065,82,42,2.43663715190404,-43.5194737687289
74,same_close,59.18381113202446,2011-08-18,2026-05-03,5372,822701.5987817715,84.5869849229246,-83.73552768648729,1.3807608538884648,54.28996836032012,82,41,1.6681527129322948,-78.9212815261765
69,next_open,59.30421652454401,2011-08-18,2026-05-03,5372,729363.7742164877,83.08205636974924,-79.10319771235737,1.362261236356908,55.59277870835659,82,41,2.0077016534918126,-72.92954921933917
72,same_close,59.36559042944435,2011-08-18,2026-05-03,5372,685939.9097116801,82.31968067778857,-77.76541447176966,1.3544934413445728,56.85836590359203,82,41,1.8590915792977267,-71.18402861786448
68,next_open,59.51767887016617,2011-08-18,2026-05-03,5372,589148.1267288269,80.44411798449383,-79.32601584196483,1.3340882949327597,56.206960729573794,82,41,1.9815940791089222,-73.21819564129169
69,same_close,60.61586650853742,2011-08-18,2026-05-03,5372,665155.99368136,81.93873249624653,-79.09026448042577,1.3573178960978078,55.59277870835659,82,40,2.0084275611178026,-72.90103116268749
68,same_close,60.825695914309186,2011-08-18,2026-05-03,5372,539238.028122455,79.36156520105166,-79.33114664713676,1.3293797166334484,56.206960729573794,82,40,1.9833962644625198,-73.21321389321771
37,next_open,62.93657934610809,2011-08-18,2026-05-03,5372,469893.07997089584,77.69108899989638,-72.96559193634988,1.3173403951538438,51.75879396984925,83,43,2.217383357292275,-50.41334297391713
81,next_open,63.39546835749738,2011-08-18,2026-05-03,5372,990834.3013738716,86.93527181415386,-83.44428474266367,1.4013487523176695,54.19691047831752,83,42,1.5176846719667452,-78.55314565150545
37,same_close,63.43215866263229,2011-08-18,2026-05-03,5372,286228.1854754128,71.8036284564642,-80.08050550876561,1.2601815748753205,51.75879396984925,83,43,2.2192067035693794,-50.294968758084835
39,same_close,63.6074364367726,2011-08-18,2026-05-03,5372,564833.9624787064,79.92788550897261,-80.0273507950154,1.3331061551479688,55.76028289596129,84,47,2.330421156514019,-43.97324255621552
81,same_close,63.6351006487329,2011-08-18,2026-05-03,5372,779683.2103573681,83.91428517082771,-83.40599650373973,1.379391629403734,54.215522054718036,83,42,1.5198077656824551,-78.49420987604303
39,next_open,64.30206331214366,2011-08-18,2026-05-03,5372,927460.6274348245,86.0971687231652,-72.96559193634988,1.3893077306258832,55.76028289596129,84,46,2.331136615373947,-43.894149785007244
36,next_open,67.44109914465044,2011-08-18,2026-05-03,5372,434521.139229983,76.74832443556632,-72.96559193634988,1.3069135901550952,52.03796761585706,84,44,2.2044140211593315,-50.41334297391715
36,same_close,67.99993064656968,2011-08-18,2026-05-03,5372,248449.79440885194,70.15875397104543,-81.4039966724211,1.242414771782418,52.03796761585706,84,44,2.2068263200770737,-50.29496875808485
80,next_open,68.8302106352789,2011-08-18,2026-05-03,5372,1171722.6048384549,89.07847256185457,-83.44428474266365,1.42271855360176,53.78745579750605,84,42,1.56204563956597,-78.55314565150545
75,next_open,68.95620120700364,2011-08-18,2026-05-03,5372,1033005.9465833134,87.46572402455779,-83.44428474266365,1.4037118736559149,53.899125255909176,84,42,1.5707604605843681,-78.55314565150545
77,next_open,68.98750843653829,2011-08-18,2026-05-03,5372,1001163.3146904198,87.06711265635793,-83.44428474266363,1.4000650913509416,53.619951609901364,84,42,1.5750595472720637,-78.55314565150545
79,next_open,69.03021544694788,2011-08-18,2026-05-03,5372,959302.5873944174,86.52472281187609,-83.44428474266368,1.3946989411697615,53.582728457100316,84,42,1.5635538932517175,-78.55314565150549
78,next_open,69.03226170211329,2011-08-18,2026-05-03,5372,957341.4121110991,86.498774370025,-83.44428474266373,1.3944091564738457,53.63856318630188,84,42,1.574057904383477,-78.55314565150552
80,same_close,69.07272512350204,2011-08-18,2026-05-03,5372,919373.3949777796,85.98640090800409,-83.40599650373973,1.400560211234777,53.80606737390657,84,42,1.5641767071564114,-78.49420987604304
77,same_close,69.22740151550124,2011-08-18,2026-05-03,5372,787605.8374219534,84.04073213626026,-83.40599650373971,1.3780928566899635,53.619951609901364,84,42,1.5770636972644094,-78.49420987604302
79,same_close,69.26971399598699,2011-08-18,2026-05-03,5372,754971.3415569112,83.51203958043713,-83.40599650373971,1.3727337541975007,53.582728457100316,84,42,1.565545991156146,-78.49420987604302
78,same_close,69.27177155503718,2011-08-18,2026-05-03,5372,753419.3349047687,83.48636923010797,-83.40599650373971,1.3724400083148829,53.63856318630188,84,42,1.5760045575938655,-78.49420987604302
75,same_close,70.34739726833779,2011-08-18,2026-05-03,5372,845126.9363588502,84.92476584506872,-83.4059965037397,1.386330030197939,53.899125255909176,84,41,1.5727148722899895,-78.49420987604299
38,same_close,72.58126701961089,2011-08-18,2026-05-03,5372,215641.8907005408,68.52888282378441,-80.0273507950154,1.2228679664120397,53.97357156151126,85,45,2.053542309616922,-54.677450763598024
38,next_open,73.30441716471412,2011-08-18,2026-05-03,5372,339375.9774342385,73.80403380271274,-75.53119005101819,1.2748560734350527,53.97357156151126,85,44,2.051884937474386,-54.94602078970448
76,next_open,74.60896329508235,2011-08-18,2026-05-03,5372,968448.183190754,86.64507974176223,-83.44428474266368,1.3960836529828857,53.47105899869719,85,42,1.5706072351876694,-78.55314565150547
76,same_close,74.80397805350238,2011-08-18,2026-05-03,5372,796843.2514165073,84.186675251455,-83.40599650373971,1.3793530472077702,53.47105899869719,85,42,1.5725383208105377,-78.494209876043
